,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,FIPS
36576,OR,97227,MULTNOMAH,41051
36578,CA,92880,RIVERSIDE,6065
36581,CA,94583,CONTRA COSTA,6013
36582,FL,33610,HILLSBOROUGH,12057
36587,WA,98226,WHATCOM,53073
36588,LA,70065,JEFFERSON,22051
36590,WV,24740,MERCER,54055
36591,PA,19147,PHILADELPHIA,42101
36592,FL,33782,PINELLAS,12103
36593,CO,80301,BOULDER,8013
36598,NY,14701,CHAUTAUQUA,36013
36599,FL,32063,BAKER,12003
36600,KY,40475,MADISON,21151
36602,TX,76063,TARRANT,48439
36604,TN,37115,DAVIDSON,47037
36609,CA,95405,SONOMA,6097
36610,MA,1020,HAMPDEN,25013
36612,CA,93611,FRESNO,6019
36618,NV,89109,CLARK,32003
36619,TN,37921,KNOX,47093
36623,FL,33907,LEE,12071
36624,NC,28560,CRAVEN,37147
36628,UT,84010,DAVIS,49011
36629,NY,11235,KINGS,36047
36631,TN,38556,FENTRESS,47133
36633,WA,98034,KING,53033
36636,NY,11757,SUFFOLK,36103
36637,CT,6825,FAIRFIELD,9001
36639,SC,29316,SPARTANBURG,45083
36641,NY,14850,TOMPKINS,36109
36642,GA,30122,DOUGLAS,13097
36644,IL,62040,MADISON,17119
36646,CA,94110,SAN FRANCISCO,6075
36648,AZ,86301,YAVAPAI,4025
36649,CA,95476,SONOMA,6097
36650,VA,20186,FAUQUIER,51061
36651,CA,95928,BUTTE,6007
36655,MI,48235,WAYNE,26163
36656,KY,42001,MCCRACKEN,21145
36658,ME,4330,KENNEBEC,23011
36661,CA,91790,LOS ANGELES,6037
36665,PA,15401,FAYETTE,42051
36669,NY,11791,NASSAU,36059
36672,IN,46360,LA PORTE,18127
36674,LA,70817,EAST BATON ROUGE,22033
36676,MS,39466,PEARL RIVER,28109
36677,AZ,85392,MARICOPA,4013
36680,NY,10016,NEW YORK,36061
36681,MA,1089,HAMPDEN,25013
36683,CA,93274,TULARE,6107
36684,WA,98373,PIERCE,53053
36685,NH,3867,STRAFFORD,33017
36686,CA,94558,NAPA,6055
36689,CA,92083,SAN DIEGO,6073
36690,FL,34450,CITRUS,12017
36691,AL,35023,JEFFERSON,1073
36696,CT,6708,NEW HAVEN,9009
36697,CA,92025,SAN DIEGO,6073
36698,FL,32068,CLAY,12019
36701,TX,76028,JOHNSON,48251
36704,CA,95687,SOLANO,6095
36706,GA,31204,BIBB,13021
36710,KY,40229,JEFFERSON,21215
36714,OH,43224,FRANKLIN,39129
36719,NJ,7734,MONMOUTH,34025
36721,MI,48328,OAKLAND,26125
36724,WA,98661,CLARK,53011
36726,IN,47303,DELAWARE,18065
36729,NY,11967,SUFFOLK,36103
36730,NY,12550,ORANGE,36071
36733,FL,33803,POLK,12105
36734,UT,84088,SALT LAKE,49035
36736,AZ,85022,MARICOPA,4013
36739,NV,89074,CLARK,32003
36740,FL,33936,LEE,12071
36741,IN,46060,HAMILTON,18097
36745,VA,23602,NEWPORT NEWS CITY,51700
36746,IN,47331,FAYETTE,18177
36747,KS,66204,JOHNSON,20091
36750,TX,76301,WICHITA,48485
36752,IN,46237,MARION,18097
36753,CA,95340,MERCED,6047
36755,CA,95380,STANISLAUS,6099
36756,TN,37763,ROANE,47145
36757,TN,37771,LOUDON,47105
36759,MI,48127,WAYNE,26163
36760,CA,95307,STANISLAUS,6099
36761,FL,33404,PALM BEACH,12099
36762,NC,27288,ROCKINGHAM,37157
36764,OH,44281,MEDINA,39103
36767,MO,63031,SAINT LOUIS,29189
36769,OK,74055,TULSA,40145
36772,NC,27360,DAVIDSON,37057
36774,CA,90802,LOS ANGELES,6037
36778,IN,47905,TIPPECANOE,18157
36780,NM,87111,BERNALILLO,35001
36782,KY,40391,CLARK,21173
36783,NC,28052,GASTON,37071
36785,NC,27534,WAYNE,37195
36787,NY,10461,BRONX,36005
36790,CA,94520,CONTRA COSTA,6013
36791,MA,2780,BRISTOL,25005
36794,TN,38464,LAWRENCE,47099
36796,MI,48060,SAINT CLAIR,26147
36798,OR,97302,MARION,41047
36799,LA,70810,EAST BATON ROUGE,22033
36801,NM,87124,SANDOVAL,35043
36802,CT,6851,FAIRFIELD,9001
36804,FL,32714,SEMINOLE,12127
36806,FL,34655,PASCO,12101
36807,PA,19030,BUCKS,42017
36810,DE,19804,NEW CASTLE,10003
36811,NC,27408,GUILFORD,37081
36815,TX,77521,HARRIS,48201
36818,KY,40299,JEFFERSON,21215
36822,IN,46131,JOHNSON,18109
36825,FL,32034,NASSAU,12089
36826,OK,73119,OKLAHOMA,40109
36828,WA,98201,SNOHOMISH,53061
36829,CA,91403,LOS ANGELES,6037
36833,NJ,8332,CUMBERLAND,34011
36836,TN,37604,WASHINGTON,47179
36837,FL,32043,CLAY,12019
36840,NY,11803,NASSAU,36059
36843,FL,34112,COLLIER,12021
36846,VA,24210,WASHINGTON,51191
36848,OK,74701,BRYAN,40013
36849,MD,21228,BALTIMORE,24005
36853,FL,32940,BREVARD,12009
36855,MI,48212,WAYNE,26163
36856,TN,37355,COFFEE,47127
36858,AZ,85635,COCHISE,4003
36861,WA,98168,KING,53033
36864,VA,24153,SALEM,51775
36865,FL,33426,PALM BEACH,12099
36866,PA,19120,PHILADELPHIA,42101
36867,OK,74401,MUSKOGEE,40101
36869,FL,32571,SANTA ROSA,12113
36870,CT,6489,HARTFORD,9003
36875,AZ,85205,MARICOPA,4013
36878,PA,15901,CAMBRIA,42021
36882,TX,79762,ECTOR,48135
36884,TX,75093,COLLIN,48121
36890,NM,87109,BERNALILLO,35001
36892,WA,99207,SPOKANE,53063
36895,NY,11209,KINGS,36047
36897,UT,84770,WASHINGTON,49053
36898,FL,33467,PALM BEACH,12099
36899,NJ,8817,MIDDLESEX,34023
36902,FL,34210,MANATEE,12081
36904,TX,78229,BEXAR,48029
36907,TN,37030,SMITH,47159
36908,TX,77087,HARRIS,48201
36911,CA,94080,SAN MATEO,6081
36914,CA,90806,LOS ANGELES,6037
36918,AZ,85746,PIMA,4019
36921,WA,98682,CLARK,53011
36923,CA,95608,SACRAMENTO,6067
36926,NY,10701,WESTCHESTER,36119
36927,WA,98026,SNOHOMISH,53061
36928,GA,31206,BIBB,13021
36932,FL,32174,VOLUSIA,12127
36933,OR,97220,MULTNOMAH,41051
36935,FL,32607,ALACHUA,12083
36941,VA,23666,HAMPTON CITY,51650
36943,RI,2919,PROVIDENCE,44007
36944,AZ,85206,MARICOPA,4013
36947,TX,77036,HARRIS,48201
36950,CO,80537,LARIMER,8069
36952,NJ,7080,MIDDLESEX,34023
36955,FL,34601,HERNANDO,12101
36957,FL,33770,PINELLAS,12103
36958,MO,63801,SCOTT,29201
36960,CA,95401,SONOMA,6097
36961,OH,44004,ASHTABULA,39007
36964,TN,37067,WILLIAMSON,47187
36965,FL,34787,ORANGE,12095
36968,FL,32256,DUVAL,12089
36971,NC,28645,CALDWELL,37027
36973,AZ,85345,MARICOPA,4013
36976,AZ,85382,MARICOPA,4013
36979,FL,32250,DUVAL,12089
36982,AL,36535,BALDWIN,1003
36983,MI,48146,WAYNE,26163
36984,NJ,7039,ESSEX,34013
36987,TN,37055,DICKSON,47043
36989,FL,32401,BAY,12005
36991,FL,33176,MIAMI-DADE,12086
36993,AZ,85364,YUMA,4027
36994,OK,74801,POTTAWATOMIE,40133
36996,KY,40741,LAUREL,21125
36998,VA,24012,ROANOKE CITY,51770
37000,NC,27320,ROCKINGHAM,37157
37002,OK,74112,TULSA,40145
37005,FL,32750,SEMINOLE,12127
37007,WA,98362,CLALLAM,53009
37009,IN,46383,PORTER,18127
37010,CA,94533,SOLANO,6095
37012,OK,74066,CREEK,40143
37015,OK,74501,PITTSBURG,40121
37016,WA,98223,SNOHOMISH,53061
37017,MI,48207,WAYNE,26163
37018,CA,92647,ORANGE,6059
37020,MA,1201,BERKSHIRE,25003
37022,MS,39429,MARION,28147
37024,FL,32127,VOLUSIA,12127
37025,GA,30114,CHEROKEE,13227
37028,UT,84404,WEBER,49057
37029,FL,33409,PALM BEACH,12099
37030,VA,24073,MONTGOMERY,51121
37032,WA,98408,PIERCE,53053
37033,FL,33870,HIGHLANDS,12055
37035,AZ,85021,MARICOPA,4013
37038,AZ,85029,MARICOPA,4013
37041,NY,11229,KINGS,36047
37043,NY,11763,SUFFOLK,36103
37044,VA,22191,PRINCE WILLIAM,51153
37046,AL,36867,RUSSELL,1113
37047,FL,33063,BROWARD,12011
37049,LA,70433,SAINT TAMMANY,22103
37052,NJ,7081,UNION,34039
37053,CA,96080,TEHAMA,6103
37054,HI,96813,HONOLULU,15003
37055,FL,32055,COLUMBIA,12121
37057,OK,73401,CARTER,40019
37059,CO,80907,EL PASO,8041
37062,MI,48237,OAKLAND,26125
37065,VA,22407,SPOTSYLVANIA,51177
37067,MI,48198,WASHTENAW,26161
37068,PA,19464,MONTGOMERY,42091
37070,NC,28602,CATAWBA,37109
37072,CT,6511,NEW HAVEN,9009
37073,LA,70401,TANGIPAHOA,22105
37075,NM,87108,BERNALILLO,35001
37077,OH,43055,LICKING,39089
37079,IN,46221,MARION,18097
37080,OK,73112,OKLAHOMA,40109
37082,IN,47421,LAWRENCE,18117
37084,TX,76116,TARRANT,48439
37086,CA,95453,LAKE,6033
37088,CA,93230,KINGS,6031
37090,OK,74464,CHEROKEE,40021
37092,CA,95670,SACRAMENTO,6067
37095,TN,37643,CARTER,47019
37097,CA,95621,SACRAMENTO,6067
37100,GA,31021,LAURENS,13175
37102,MA,1960,ESSEX,25009
37105,OH,45631,GALLIA,39053
37106,MS,39401,FORREST,28035
37109,PA,19107,PHILADELPHIA,42101
37110,MI,49684,GRAND TRAVERSE,26055
37114,AZ,86403,MOHAVE,4015
37115,FL,34203,MANATEE,12081
37117,MI,48021,MACOMB,26099
37120,NC,28403,NEW HANOVER,37129
37122,FL,34135,LEE,12071
37123,FL,33901,LEE,12071
37124,KY,42701,HARDIN,21123
37127,CA,95901,YUBA,6115
37128,CA,92024,SAN DIEGO,6073
37129,ME,4240,ANDROSCOGGIN,23001
37132,CT,6705,NEW HAVEN,9009
37133,HI,96753,MAUI,15009
37134,GA,30041,FORSYTH,13117
37135,NV,89107,CLARK,32003
37136,FL,33040,MONROE,12087
37137,IN,47304,DELAWARE,18065
37140,CA,92626,ORANGE,6059
37142,NV,89701,CARSON CITY,32510
37143,PA,17601,LANCASTER,42071
37145,FL,32086,SAINT JOHNS,12109
37146,MS,38834,ALCORN,28117
37148,NC,28304,CUMBERLAND,37051
37152,FL,34205,MANATEE,12081
37154,SC,29303,SPARTANBURG,45083
37156,LA,71301,RAPIDES,22079
37157,TX,77327,LIBERTY,48407
37159,MI,48150,WAYNE,26163
37160,FL,33909,LEE,12071
37161,SC,29483,DORCHESTER,45015
37164,OK,73099,CANADIAN,40109
37166,PA,15642,WESTMORELAND,42129
37167,GA,31533,COFFEE,13069
37170,NY,11572,NASSAU,36059
37173,MI,49202,JACKSON,26075
37175,GA,30180,CARROLL,13045
37178,GA,30120,BARTOW,13057
37183,CA,93308,KERN,6029
37188,AZ,85381,MARICOPA,4013
37191,PA,16001,BUTLER,42019
37194,KY,42301,DAVIESS,21183
37197,CA,95758,SACRAMENTO,6067
37200,PA,19135,PHILADELPHIA,42101
37201,AL,35211,JEFFERSON,1073
37206,IN,47715,VANDERBURGH,18163
37207,OR,97402,LANE,41039
37208,OH,43952,JEFFERSON,39081
37209,NC,27203,RANDOLPH,37151
37210,GA,30110,HARALSON,13233
37212,OH,44512,MAHONING,39099
37215,IN,47362,HENRY,18139
37218,CA,92335,SAN BERNARDINO,6071
37219,FL,32780,BREVARD,12009
37221,TN,37825,CLAIBORNE,47067
37223,WA,98837,GRANT,53025
37225,AZ,85714,PIMA,4019
37228,AZ,85016,MARICOPA,4013
37231,AZ,85051,MARICOPA,4013
37234,PA,19020,BUCKS,42017
37237,PA,19044,MONTGOMERY,42091
37239,MI,48195,WAYNE,26163
37240,OH,45503,CLARK,39023
37243,CO,81004,PUEBLO,8101
37244,AZ,85705,PIMA,4019
37247,FL,33912,LEE,12071
37248,TN,37303,MCMINN,47123
37250,CA,92345,SAN BERNARDINO,6071
37251,OK,73160,CLEVELAND,40027
37255,CO,80012,ARAPAHOE,8005
37258,OH,45040,WARREN,39165
37259,OH,45044,BUTLER,39165
37263,WV,26301,HARRISON,54097
37266,CA,92324,SAN BERNARDINO,6071
37267,AZ,85251,MARICOPA,4013
37270,GA,30577,STEPHENS,13257
37271,OK,73109,OKLAHOMA,40109
37273,CA,94531,CONTRA COSTA,6013
37274,FL,32796,BREVARD,12009
37276,TX,76903,TOM GREEN,48451
37277,DE,19973,SUSSEX,10005
37278,CA,96003,SHASTA,6089
37280,IN,47710,VANDERBURGH,18163
37281,NY,10458,BRONX,36005
37284,NC,27030,SURRY,37193
37286,FL,33709,PINELLAS,12103
37287,CA,92123,SAN DIEGO,6073
37288,MD,21502,ALLEGANY,24001
37290,NV,89147,CLARK,32003
37291,TX,77642,JEFFERSON,48245
37292,OK,73533,STEPHENS,40137
37293,UT,84501,CARBON,49007
37295,TX,77029,HARRIS,48201
37298,AZ,85122,PINAL,4021
37299,CA,96007,SHASTA,6089
37301,AZ,85201,MARICOPA,4013
37304,TN,37748,ROANE,47145
37305,WA,98003,KING,53033
37308,KY,41011,KENTON,21117
37309,MA,2062,NORFOLK,25021
37312,FL,32720,VOLUSIA,12127
37313,AZ,85374,MARICOPA,4013
37316,OK,74146,TULSA,40145
37319,FL,33611,HILLSBOROUGH,12057
37324,KY,40214,JEFFERSON,21215
37328,OH,43205,FRANKLIN,39129
37333,CA,90404,LOS ANGELES,6037
37337,CA,93612,FRESNO,6019
37343,WA,98104,KING,53033
37346,MO,65804,GREENE,29077
37350,FL,34237,SARASOTA,12115
37351,MI,48341,OAKLAND,26125
37354,CA,95834,SACRAMENTO,6067
37357,AZ,85226,MARICOPA,4013
37360,NV,89106,CLARK,32003
37361,NC,28352,SCOTLAND,37165
37362,CO,80501,BOULDER,8013
37367,AK,99654,MATANUSKA SUSITNA,2170
37368,NJ,8094,GLOUCESTER,34015
37370,WA,98208,SNOHOMISH,53061
37371,NJ,7731,MONMOUTH,34025
37373,FL,33407,PALM BEACH,12099
37374,FL,32225,DUVAL,12089
37377,NC,28144,ROWAN,37159
37378,LA,70816,EAST BATON ROUGE,22033
37380,CA,95482,MENDOCINO,6045
37382,MI,48532,GENESEE,26087
37389,FL,33903,LEE,12071
37390,DE,19958,SUSSEX,10005
37391,ID,83642,ADA,16001
37396,LA,70427,WASHINGTON,22117
37397,CO,81005,PUEBLO,8101
37398,TX,75090,GRAYSON,48181
37399,WV,25404,BERKELEY,54003
37402,MD,21224,BALTIMORE CITY,24510
37403,TX,78745,TRAVIS,48453
37405,OR,97471,DOUGLAS,41019
37406,WV,26062,HANCOCK,54029
37407,PA,16602,BLAIR,42013
37411,NC,28621,SURRY,37193
37413,FL,32725,VOLUSIA,12127
37414,PA,15425,FAYETTE,42051
37418,FL,33764,PINELLAS,12103
37419,CT,6410,NEW HAVEN,9009
37420,TN,37172,ROBERTSON,47165
37422,CA,93301,KERN,6029
37427,FL,33809,POLK,12105
37428,KY,42431,HOPKINS,21107
37429,MO,63640,SAINT FRANCOIS,29221
37431,LA,70503,LAFAYETTE,22055
37435,TN,37760,JEFFERSON,47155
37437,TN,38242,HENRY,47079
37439,IN,46202,MARION,18097
37440,MS,39440,JONES,28067
37441,OH,45014,BUTLER,39165
37445,NC,28562,CRAVEN,37147
37449,CA,94546,ALAMEDA,6001
37452,AZ,85719,PIMA,4019
37455,IL,60435,WILL,17197
37456,MS,39301,LAUDERDALE,28075
37458,NC,27330,LEE,37105
37460,NY,10019,NEW YORK,36061
37461,KY,40272,JEFFERSON,21215
37465,MD,21236,BALTIMORE,24005
37469,GA,30281,HENRY,13247
37472,FL,33584,HILLSBOROUGH,12057
37477,NY,14043,ERIE,36029
37480,TN,37075,SUMNER,47165
37481,KY,42101,WARREN,21227
37482,MD,21122,ANNE ARUNDEL,24003
37485,DE,19966,SUSSEX,10005
37486,CA,95240,SAN JOAQUIN,6077
37487,NY,14094,NIAGARA,36063
37489,CT,6606,FAIRFIELD,9001
37491,KY,42420,HENDERSON,21101
37492,AR,72015,SALINE,5125
37493,FL,32208,DUVAL,12089
37496,VA,24112,MARTINSVILLE CITY,51690
37497,MD,21157,CARROLL,24027
37500,CA,92404,SAN BERNARDINO,6071
37501,FL,34711,LAKE,12095
37507,KY,40962,CLAY,21125
37508,AZ,85546,GRAHAM,4009
37509,FL,34689,PINELLAS,12103
37510,UT,84120,SALT LAKE,49035
37512,SC,29678,OCONEE,45073
37513,FL,33542,PASCO,12101
37514,TN,37804,BLOUNT,47009
37516,NY,11223,KINGS,36047
37518,FL,34972,OKEECHOBEE,12111
37519,FL,33334,BROWARD,12011
37521,CA,91786,SAN BERNARDINO,6071
37522,LA,70737,ASCENSION,22005
37525,TN,37110,WARREN,47177
37526,CA,92506,RIVERSIDE,6065
37529,AZ,86314,YAVAPAI,4025
37530,GA,31501,WARE,13299
37531,FL,32137,FLAGLER,12035
37533,CA,93257,TULARE,6107
37534,AZ,85224,MARICOPA,4013
37537,AR,72956,CRAWFORD,5047
37539,MD,21401,ANNE ARUNDEL,24003
37542,OH,45662,SCIOTO,39145
37543,WA,99208,SPOKANE,53063
37546,FL,32703,ORANGE,12095
37549,NJ,8360,CUMBERLAND,34011
37552,FL,33578,HILLSBOROUGH,12057
37557,CA,92395,SAN BERNARDINO,6071
37558,OK,74135,TULSA,40145
37561,OH,43123,FRANKLIN,39129
37566,TN,37209,DAVIDSON,47037
37571,SC,29650,GREENVILLE,45045
37575,MI,48089,MACOMB,26099
37578,FL,33609,HILLSBOROUGH,12057
37583,CA,96130,LASSEN,6035
37585,MD,21701,FREDERICK,24021
37588,AL,35020,JEFFERSON,1073
37593,MI,48124,WAYNE,26163
37594,AZ,85120,PINAL,4021
37595,GA,30501,HALL,13311
37597,AZ,86409,MOHAVE,4015
37598,NY,12401,ULSTER,36111
37599,FL,33442,BROWARD,12011
37601,DE,19701,NEW CASTLE,10003
37602,IN,46219,MARION,18097
37603,NV,89502,WASHOE,32031
37604,CA,94598,CONTRA COSTA,6013
37605,TN,37167,RUTHERFORD,47149
37608,GA,30606,CLARKE,13059
37613,OK,73071,CLEVELAND,40027
37617,OK,73159,OKLAHOMA,40109
37619,AR,72401,CRAIGHEAD,5031
37622,FL,32907,BREVARD,12009
37624,TN,37816,HAMBLEN,47089
37626,TX,77375,HARRIS,48201
37629,TX,77054,HARRIS,48201
37632,IN,47374,WAYNE,18177
37633,MO,65807,GREENE,29077
37637,NV,89130,CLARK,32003
37638,NJ,8081,CAMDEN,34007
37640,FL,32257,DUVAL,12089
37643,NC,28083,CABARRUS,37179
37647,SC,29611,GREENVILLE,45045
37651,OK,74104,TULSA,40145
37654,KY,41240,JOHNSON,21115
37655,NJ,7730,MONMOUTH,34025
37657,OR,97045,CLACKAMAS,41005
37660,FL,33563,HILLSBOROUGH,12057
37665,FL,33484,PALM BEACH,12099
37666,NC,28601,CATAWBA,37109
37668,FL,33311,BROWARD,12011
37670,FL,34698,PINELLAS,12103
37671,KY,41653,FLOYD,21071
37673,MI,48205,WAYNE,26163
37674,TN,37716,ANDERSON,47001
37678,ID,83301,TWIN FALLS,16083
37679,CA,93901,MONTEREY,6053
37680,TN,37918,KNOX,47093
37684,OR,97526,JOSEPHINE,41033
37685,NJ,8021,CAMDEN,34007
37687,AL,35055,CULLMAN,1043
37690,TN,37203,DAVIDSON,47037
37695,AZ,85730,PIMA,4019
37698,FL,33401,PALM BEACH,12099
37699,CA,96002,SHASTA,6089
37701,MO,64055,JACKSON,29095
37704,NY,10003,NEW YORK,36061
37705,AZ,85210,MARICOPA,4013
37708,TN,37920,KNOX,47093
37712,TX,75701,SMITH,48423
37713,CA,92648,ORANGE,6059
37715,TN,38401,MAURY,47119
37717,NJ,7728,MONMOUTH,34025
37719,KY,42003,MCCRACKEN,21145
37721,TN,37040,MONTGOMERY,47125
37723,OH,43623,LUCAS,39095
37725,CO,81008,PUEBLO,8101
37726,CA,94102,SAN FRANCISCO,6075
37728,OR,97501,JACKSON,41033
37730,CA,94538,ALAMEDA,6001
37733,OH,44484,TRUMBULL,39155
37734,OH,44223,SUMMIT,39153
37736,FL,33778,PINELLAS,12103
37737,TX,77015,HARRIS,48201
37740,OK,73505,COMANCHE,40031
37741,TX,78613,WILLIAMSON,48491
37742,OH,45640,JACKSON,39145
37744,WI,53208,MILWAUKEE,55079
37747,MA,2721,BRISTOL,25005
37750,MT,59102,YELLOWSTONE,30111
37751,SC,29550,DARLINGTON,45031
37754,CA,92103,SAN DIEGO,6073
37755,NC,28625,IREDELL,37097
37758,SC,29621,ANDERSON,45073
37763,SC,29501,FLORENCE,45041
37766,NC,27536,VANCE,37185
37768,FL,32073,CLAY,12019
37771,NM,87505,SANTA FE,35049
37773,CA,92835,ORANGE,6059
37775,NV,89032,CLARK,32003
37776,GA,30165,FLOYD,13115
37778,FL,34287,SARASOTA,12115
37779,GA,31904,MUSCOGEE,13215
37780,TN,37311,BRADLEY,47139
37783,FL,33060,BROWARD,12011
37785,MO,65401,PHELPS,29161
37786,NC,28358,ROBESON,37155
37788,MD,20850,MONTGOMERY,24031
37790,CO,80909,EL PASO,8041
37793,NC,28792,HENDERSON,37149
37796,OH,43615,LUCAS,39095
37798,TN,37601,WASHINGTON,47179
37799,NC,28806,BUNCOMBE,37021
37804,FL,33431,PALM BEACH,12099
37805,CA,95816,SACRAMENTO,6067
37808,HI,96720,HAWAII,15001
37809,TN,37343,HAMILTON,47065
37813,NC,28472,COLUMBUS,37047
37814,OK,74063,TULSA,40145
37817,FL,32216,DUVAL,12089
37820,CA,92553,RIVERSIDE,6065
37823,FL,32837,ORANGE,12095
37826,NY,10940,ORANGE,36071
37829,NV,89110,CLARK,32003
37830,MI,48162,MONROE,26115
37833,FL,32765,SEMINOLE,12127
37835,TN,37013,DAVIDSON,47037
37840,CA,92307,SAN BERNARDINO,6071
37841,TX,77477,FORT BEND,48157
37844,MD,21014,HARFORD,24025
37845,WI,53214,MILWAUKEE,55079
37848,NV,89108,CLARK,32003
37849,MO,63901,BUTLER,29035
37850,CA,95501,HUMBOLDT,6023
37852,PA,15601,WESTMORELAND,42129
37853,OK,74133,TULSA,40145
37856,CA,95210,SAN JOAQUIN,6077
37857,FL,33634,HILLSBOROUGH,12057
37862,SC,29605,GREENVILLE,45045
37866,CA,93710,FRESNO,6019
37872,PA,15238,ALLEGHENY,42003
37877,CA,93726,FRESNO,6019
37883,WA,98004,KING,53033
37886,FL,32822,ORANGE,12095
37889,TN,37701,BLOUNT,47009
37891,TN,37620,SULLIVAN,47163
37893,FL,33308,BROWARD,12011
37895,WA,98270,SNOHOMISH,53061
37896,NM,87114,BERNALILLO,35001
37898,CA,95351,STANISLAUS,6099
37899,OK,74012,TULSA,40145
37902,CA,95630,SACRAMENTO,6067
37905,CA,92262,RIVERSIDE,6065
37908,CT,6460,NEW HAVEN,9009
37909,NY,10312,RICHMOND,36085
37910,FL,34994,MARTIN,12085
37912,FL,33619,HILLSBOROUGH,12057
37917,GA,30117,CARROLL,13045
37920,NJ,8753,OCEAN,34029
37921,FL,33322,BROWARD,12011
37923,OH,45013,BUTLER,39165
37927,NY,14224,ERIE,36029
37930,NJ,8053,BURLINGTON,34021
37934,FL,32792,ORANGE,12095
37937,NY,10314,RICHMOND,36085
37938,FL,33765,PINELLAS,12103
37939,IN,47201,BARTHOLOMEW,18005
37942,FL,33162,MIAMI-DADE,12086
37944,FL,32205,DUVAL,12089
37947,NH,3301,MERRIMACK,33013
37950,MT,59901,FLATHEAD,30029
37952,DE,19901,KENT,10001
37955,MD,21234,BALTIMORE,24005
37959,FL,32218,DUVAL,12089
37962,MI,48201,WAYNE,26163
37963,OH,45011,BUTLER,39165
37967,CA,95945,NEVADA,6057
37969,AZ,85282,MARICOPA,4013
37972,CA,95667,EL DORADO,6017
37973,MO,65803,GREENE,29077
37977,TN,37862,SEVIER,47155
37978,NV,89052,CLARK,32003
37979,CT,6010,HARTFORD,9003
37984,IN,47130,CLARK,18175
37987,NJ,8096,GLOUCESTER,34015
37989,WI,53221,MILWAUKEE,55079
37992,WA,98684,CLARK,53011
37994,UT,84041,DAVIS,49011
37995,ME,4401,PENOBSCOT,23019
37997,CA,92705,ORANGE,6059
37999,TN,37087,WILSON,47189
38000,NV,89030,CLARK,32003
38001,MD,21801,WICOMICO,24045
38003,NY,10021,NEW YORK,36061
38004,TN,37076,DAVIDSON,47037
38009,UT,84106,SALT LAKE,49035
38011,CA,95422,LAKE,6033
38013,OK,73110,OKLAHOMA,40109
38015,NY,10010,NEW YORK,36061
38016,TN,37924,KNOX,47093
38020,CA,95356,STANISLAUS,6099
38021,FL,32935,BREVARD,12009
38023,CA,95969,BUTTE,6007
38027,NJ,8816,MIDDLESEX,34023
38030,CA,95823,SACRAMENTO,6067
38033,AR,71913,GARLAND,5125
38036,CA,93003,VENTURA,6111
38037,FL,34691,PASCO,12101
38038,PA,15202,ALLEGHENY,42003
38043,FL,34744,OSCEOLA,12097
38044,GA,30906,RICHMOND,13245
38045,OH,44109,CUYAHOGA,39035
38050,KY,41501,PIKE,21195
38051,PA,19128,PHILADELPHIA,42101
38052,OH,43701,MUSKINGUM,39119
38054,FL,32960,INDIAN RIVER,12061
38055,WV,25701,CABELL,54011
38058,TN,38501,PUTNAM,47141
38060,CA,93720,FRESNO,6019
38066,CA,92021,SAN DIEGO,6073
38067,TN,38555,CUMBERLAND,47035
38068,NY,10451,BRONX,36005
38071,RI,2920,PROVIDENCE,44007
38072,NY,10306,RICHMOND,36085
38073,KS,67203,SEDGWICK,20173
38075,KY,40216,JEFFERSON,21215
38079,AZ,85711,PIMA,4019
38082,FL,33143,MIAMI-DADE,12086
38084,CA,95821,SACRAMENTO,6067
38087,CA,93065,VENTURA,6111
38088,OH,43130,FAIRFIELD,39045
38091,FL,33990,LEE,12071
38092,TX,77008,HARRIS,48201
38095,AL,35901,ETOWAH,1055
38098,MD,21740,WASHINGTON,24043
38099,PA,19124,PHILADELPHIA,42101
38100,NJ,8755,OCEAN,34029
38101,CT,6614,FAIRFIELD,9001
38103,FL,32114,VOLUSIA,12127
38104,AL,35601,MORGAN,1103
38105,IN,46227,MARION,18097
38106,OH,43229,FRANKLIN,39129
38111,NC,28659,WILKES,37193
38112,CA,95370,TUOLUMNE,6109
38113,FL,33436,PALM BEACH,12099
38114,NC,28655,BURKE,37023
38117,MS,39503,HARRISON,28047
38120,OR,97504,JACKSON,41033
38122,NY,10467,BRONX,36005
38125,FL,33319,BROWARD,12011
38127,FL,32177,PUTNAM,12107
38130,NV,89146,CLARK,32003
38131,NV,89129,CLARK,32003
38132,PA,15904,CAMBRIA,42021
38136,CA,94587,ALAMEDA,6001
38139,MA,2301,PLYMOUTH,25023
38140,CA,95661,PLACER,6061
38142,DE,19963,SUSSEX,10005
38143,OH,43228,FRANKLIN,39129
38148,AZ,85032,MARICOPA,4013
38151,FL,34609,HERNANDO,12101
38153,FL,33024,BROWARD,12011
38155,NY,11561,NASSAU,36059
38158,KY,41101,BOYD,21127
38160,KY,41701,PERRY,21193
38161,NV,89103,CLARK,32003
38162,NV,89015,CLARK,32003
38163,KS,66211,JOHNSON,20091
38166,OR,97477,LANE,41039
38167,TN,37421,HAMILTON,47065
38171,OH,45238,HAMILTON,39061
38173,WA,98632,COWLITZ,53015
38175,IN,46901,HOWARD,18067
38178,FL,32773,SEMINOLE,12127
38180,NV,89014,CLARK,32003
38181,PA,19148,PHILADELPHIA,42101
38182,OH,44483,TRUMBULL,39155
38183,OR,97015,CLACKAMAS,41005
38186,FL,34471,MARION,12083
